Adventure Path Name,Adventure Path Link,Adventure,Adventure Name,Adventure Description
Carrion Crown,https://pathfinderwiki.com/wiki/Carrion_Crown,Shadows of Gallowspire,https://pathfinderwiki.com/wiki/Shadows_of_Gallowspire,"The plot of an undead-obsessed cult, the Whispering Way, comes to its terrifying climax! With relics gathered from across the land, the death worshipers travel to the most feared location in the Pathfinder campaign setting, the tower of Gallowspire, wherein lurk the deathless remains of the immortal evil wizard known as the Whispering Tyrant. There the cultists plot to conduct a ritual to resurrect the notorious villain, using their collected relics to transform an innocent into a new undead body for the imprisoned archmage. Can the heroes withstand the ageless evil of Gallowspire to finally defeat the Whispering Way? Or will the Whispering Tyrant, one of the greatest fiends ever known, be unleashed upon the world once more?"
Jade Regent ,https://pathfinderwiki.com/wiki/Jade_Regent_(adventure_path),The Brinewall Legacy,https://pathfinderwiki.com/wiki/The_Brinewall_Legacy,"When the LicktoadGoblins of Brinestump Marsh get hold of a crate of fireworks, adventurers are needed to handle the explosive and annoying situation. But in vanquishing the pyromaniac goblins, the heroes uncover a secret that had been hidden in the marsh for nearly a quarter of a century?a secret that sends them north to the mysterious ruins of Brinewall Castle, where a powerful legacy waits to be rediscovered. The fate of a nation on the far side of the world falls into the heroes' hands with the recovery of this legacy?will they be equal to the task of restoring balance to an empire on the verge of collapse?"
Jade Regent ,https://pathfinderwiki.com/wiki/Jade_Regent_(adventure_path),Night of Frozen Shadows,https://pathfinderwiki.com/wiki/Night_of_Frozen_Shadows,"With the discovery that Ameiko Kaijitsu is the last in the line of a family destined to rule in the Dragon Empire of Minkai, she and her friends join with a Varisian caravan and head north to the Linnorm Kingdoms, taking their first step on the long journey to Tian Xia. Arriving in the capital city of Kalsgard in order to hire a guide for the treacherous journey over the Crown of the World, the PCs learn that Ameiko's family passed through here years ago, but left behind a powerful sword that could hold further clues to their now-shared destiny. But the sword's been stolen and their would-be guide has gone missing?and attempts to find either quickly arouse the wrath of the mysterious assassins known as the Frozen Shadows."
Jade Regent ,https://pathfinderwiki.com/wiki/Jade_Regent_(adventure_path),The Hungry Storm,https://pathfinderwiki.com/wiki/The_Hungry_Storm,"The ancient sword Suishen recovered and their guide Ulf Gormundr rescued, the time has come to take the longest portion of the journey to Minkai?a voyage across the frozen Crown of the World at Golarion's north pole. Warned that attempting this continental crossing in the off-season could be dangerous, the travelers quickly find the situation is much worse, for the legendary blizzards of the northern continent seem to have a mind of their own. Hounded every step of the way by icy threats, arctic beasts, and the beasts' mistress?a powerful and mysterious antagonist?the PCs uncover a threat that could start a new ice age if left alone. Will attempting to halt the advance of the Hungry Storm spell the PCs' doom even before they reach Minkai?"
Jade Regent ,https://pathfinderwiki.com/wiki/Jade_Regent_(adventure_path),Forest of Spirits ,https://pathfinderwiki.com/wiki/Forest_of_Spirits_(adventure),"The PCs arrive in Tian Xia only to learn what they had feared has come true: the empire of Minkai is controlled by a despotic ruler known as the Jade Regent. His agents lie in wait for the PCs and watch every road into the empire, but an unlikely friend shows the travelers a hidden route south into Minkai, revealing that the Jade Regent works for an ancient organization of evil spirits called the Five Storms. Before the PCs enter Minkai to attempt to save the empire, they must first explore the abandoned stronghold of the Five Storms deep within the mysterious Forest of Spirits. While many important secrets and useful tools to aid in the Jade Regent's defeat await discovery in this stronghold, the heroes soon learn that the place is not nearly as abandoned as they might like..."
Jade Regent ,https://pathfinderwiki.com/wiki/Jade_Regent_(adventure_path),Tide of Honor,https://pathfinderwiki.com/wiki/Tide_of_Honor,"The PCs arrive in Minkai only to discover the empire is on its knees. The Jade Regent has twisted the ruling government to cater to his despotic whims, and throughout the realm, the people suffer. Before the PCs can attempt to stand against the Jade Regent and liberate Minkai, they must first earn the trust and respect of the ancient empire's people and recruit aid from throughout the beleaguered empire?all the while dodging the oni and ninja agents controlled by the Five Storms. Liberating monasteries ruled by oni, rescuing a famous geisha from a deadly island prison, defeating armies of bandits led by monsters, and standing tall before a corrupt daimyo's army of samurai are all in a day's work for the would-be liberators of the empire."
Jade Regent ,https://pathfinderwiki.com/wiki/Jade_Regent_(adventure_path),The Empty Throne,https://pathfinderwiki.com/wiki/The_Empty_Throne,"War has come to Minkai! As the resistance rises against the Jade Regent's tyranny, the PCs must escort their friend Ameiko to one final site?the Imperial Shrine on a hidden island in the capital's harbor. Here, Ameiko and the PCs must seek the blessing of Minkai's dead emperors if they hope to have a chance to liberate the nation, but even here the Five Storms and the Jade Regent have their influence, and hungry demons and ravenous ghosts must be defeated before the ancestor spirits of the empire will give their blessings. Only then can the PCs take the battle to the Imperial Palace and confront the Jade Regent and his allies in the Five Storms."
Skull & Shackles,https://pathfinderwiki.com/wiki/Skull_%26_Shackles,The Wormwood Mutiny,https://pathfinderwiki.com/wiki/The_Wormwood_Mutiny,"Pirates take whatever they please, whether it be ships, plunder, or people! The adventurers wake to find themselves press-ganged into the crew of the pirate ship Wormwood, the vessel of the nefarious Captain Barnabus Harrigan. They?ll have to learn how to survive as pirates if they?re to have any hope of weathering rough waves, brutal crew members, enemy pirates, ravenous beasts, and worse. But when fortune turns to their favor, it?s up to the new crew to decide whether they?ll remain the pirate?s swabs or seize control and set sail for adventures all their own."
Skull & Shackles,https://pathfinderwiki.com/wiki/Skull_%26_Shackles,Raiders of the Fever Sea,https://pathfinderwiki.com/wiki/Raiders_of_the_Fever_Sea,"Bound for adventure upon the pirate vessel they?ve taken as their own, the heroes face a sea of dangers as they chart a course to become true Free Captains of the Shackles. But life as a pirate doesn?t prove any easier now that they?re in command, as deadly sea monsters, the corpses of drowned scallywags, and raiders from the deep rise to oppose them. When a most unusual map falls into the adventurers? hands, they have the chance to change their fate in a single daring raid. Is it the heroes? destiny to be the next victims of the merciless waves, or will fortune smile upon them and spur their rise as the newest and most infamous pirates of the Shackles?"
Skull & Shackles,https://pathfinderwiki.com/wiki/Skull_%26_Shackles,Tempest Rising,https://pathfinderwiki.com/wiki/Tempest_Rising,"The time has come for the heroes to take their places as true pirate lords. But doing so will require more than a ship, a scallywag crew, and a hold full of plunder?they?ll need to win the esteem of the Hurricane King himself. If they succeed, they?ll earn the right to claim even greater glory by participating in the Free Captains? Regatta, a grueling race along the fringes of the mighty hurricane called the Eye of Abendego. The winners receive a fat prize purse, their own private island, and a seat on the Pirate Council of the Shackles. Will the adventurers triumph against fierce competitors, old rivals, and the treacherous winds and currents of the Eye? Or will their ship be claimed by the storm, a doom that?s befallen so many before them?"
Skull & Shackles,https://pathfinderwiki.com/wiki/Skull_%26_Shackles,Island of Empty Eyes ,https://pathfinderwiki.com/wiki/Island_of_Empty_Eyes_(adventure),"Having won the Free Captains' Regatta, the adventurers must now claim their prize?the uninhabited Island of Empty Eyes. Yet exploring strange ruins and fighting the isle?s monstrous denizens won?t be enough. Once they?ve got things well in hand, the adventurers must host a feast for the Shackles' infamous Pirate Council, only to have a dangerous situation turn even worse when a mysterious saboteur threatens to disrupt the party. Can the adventurers tame their island and protect their influential guests? Or will they lose the respect of the pirate lords and fade into obscurity?"
Skull & Shackles,https://pathfinderwiki.com/wiki/Skull_%26_Shackles,The Price of Infamy,https://pathfinderwiki.com/wiki/The_Price_of_Infamy,"The adventurers now have their own island and port, but they?ll need more than one ship to defend it. When a past rival sends a fleet to attack them, they?re forced to pull out all the stops to defend their island home, scouring the harbors and docks of the Shackles in order to recruit more ships and crews to their flag. Yet when they sail to the attacker?s own island to get their revenge, the adventurers discover a traitor?one whose betrayal threatens not only their own fleet, but the very islands of the Shackles themselves."
Skull & Shackles,https://pathfinderwiki.com/wiki/Skull_%26_Shackles,From Hell's Heart,https://pathfinderwiki.com/wiki/From_Hell%27s_Heart,"With an enemy fleet intent on conquering the Shackles looming on the horizon, the adventurers must launch their own fleet of pirates and buccaneers to defend against the invaders, culminating in an epic naval battle at the edge of the Eye of Abendego. Will the adventurers defeat the invading navy and save the Shackles? Or will the independence of the Free Captains be eradicated forever?"
Shattered Star ,https://pathfinderwiki.com/wiki/Shattered_Star_(adventure_path),Shards of Sin,https://pathfinderwiki.com/wiki/Shards_of_Sin,"In Varisia's bustling frontier town of Magnimar, the Pathfinder Society's newest lodge recruits a team of rookie Pathfinder agents to track down rogue agent Natalya Vancaskerkin?who also happens to be a member of the Varisian criminals known as the Sczarni. Yet when Magnimar's newest heroes track down the missing woman, they find far more than a Pathfinder on the run, becoming embroiled in a quickly expanding hunt for a fragmented artifact from the height of the ancient empire of Thassilon that will take them to some of the most dangerous corners of Varisia!"
Shattered Star ,https://pathfinderwiki.com/wiki/Shattered_Star_(adventure_path),Curse of the Lady's Light,https://pathfinderwiki.com/wiki/Curse_of_the_Lady%27s_Light,"Varisia's newest heroes have stumbled across a powerful relic from the ancient empire of Thassilon?yet the artifact has been sundered into seven fragments. The third of these fragments lies in the swampy Mushfens south of the city of Magnimar, hidden within an ancient, towering lighthouse known as the Lady's Light. With squabbling boggards, troglodytes, and other swamp monsters dwelling in the region around the Light, approaching the ruins will require either stealth or bravado. But the threats posed by slimy and scaly humanoids pales in comparison to the exiled Gray Maidens who have claimed the interior of the Light as their new headquarters?or to the sinister curse that afflicts the powerful, ancient caretaker of the ruin."
Shattered Star ,https://pathfinderwiki.com/wiki/Shattered_Star_(adventure_path),The Asylum Stone,https://pathfinderwiki.com/wiki/The_Asylum_Stone,"The hunt for the seven shards of the Shattered Star continues, with the heroes following the trail across the face of Varisia and into the notorious City of Strangers?Kaer Maga! There, the heroes encounter strange enemies and stranger allies as their quest for the ancient Thassilonian artifact embroils them in the politics of Varisia's most exotic city. What secrets lie hidden in the dark and deadly realms deep under Kaer Maga, where things best shunned from day's light and sane minds lie in wait? Will the heroes survive their descent below, or will the Dark Rider claim their heads for his ever-growing collection?"
Shattered Star ,https://pathfinderwiki.com/wiki/Shattered_Star_(adventure_path),Beyond the Doomsday Door,https://pathfinderwiki.com/wiki/Beyond_the_Doomsday_Door,"The hunt for the seven shards of the Shattered Star leads the heroes back to the western coast of Varisia, to the multifaith monastery known as Windsong Abbey. The next shard of the Shattered Star appears to be hidden somewhere within the dungeons below the abbey. But when the PCs arrive, they find the monastery in ruins and held by savage giants and twisted fey! An ancient terror has returned home, and now dwells within the deep dungeons below?a terror who hopes to open the dread Doomsday Door deep within!"
Shattered Star ,https://pathfinderwiki.com/wiki/Shattered_Star_(adventure_path),Into the Nightmare Rift,https://pathfinderwiki.com/wiki/Into_the_Nightmare_Rift,"With five shards of the Shattered Star secure, visions point toward one of Varisia's most remote corners as the site protecting the sixth fragment of the powerful artifact. Yet the heroes are not the first to search for this shard?upon arriving at the ancient ruin known as Guiltspur, they find a small army of giants said to be ruled by a blue dragon already excavating the site. And as the heroes soon learn, there are other forces searching for the final shards from the Darklands below, and even from beyond reality itself, for Guiltspur lies dangerously close to the nightmare realm of Leng!"
Shattered Star ,https://pathfinderwiki.com/wiki/Shattered_Star_(adventure_path),The Dead Heart of Xin,https://pathfinderwiki.com/wiki/The_Dead_Heart_of_Xin,"The seven shards of the Shattered Star have been recovered, and the Pathfinders prepare a grand festival on Magnimar's Irespan to celebrate this incredible achievement. The culmination of this celebration is to be the reassembly of the seven shards into the legendary Sihedron itself, rebuilt for the first time in over ten thousand years. But a lot can change in that amount of time, and as the ritual to reforge the artifact finishes, ancient contingencies rumble to life, and as the dead heart of Thassilon begins to beat again, all of Magnimar is put in terrible danger. With the power of the Sihedron on their side, the heroes take a stance against this risen evil?but will the aid of an ancient artifact be enough to save them all?"
Reign of Winter,https://pathfinderwiki.com/wiki/Reign_of_Winter,The Snows of Summer,https://pathfinderwiki.com/wiki/The_Snows_of_Summer,"Every 100 years, the Witch Queen Baba Yaga returns to the nation of Irrisen to place a new daughter on the throne, but this time, something has gone wrong. Far to the south, an unseasonable winter cloaks the forest near the village of Heldren with summer snows. When the heroes venture into the wood in search of a missing noblewoman, they discover a magical portal to the frozen land of Irrisen, whose magical winter will soon engulf all of Golarion unless they can discover the fate of the otherworldly witch Baba Yaga, a quest that will take them through snowbound Irrisen to even stranger lands beyond."
Reign of Winter,https://pathfinderwiki.com/wiki/Reign_of_Winter,The Shackled Hut,https://pathfinderwiki.com/wiki/The_Shackled_Hut,"The winter portal has closed, but the heroes now find themselves trapped in the frozen land of Irrisen with an urgent quest?to find Baba Yaga! In order to track down the missing Queen of Witches, the heroes must brave the monster-infested capital city of Whitethrone, where Baba Yaga's Dancing Hut has been captured and put on display. Will possession of the miraculous artifact lead them to the Witch Queen, or will they die a cold death at the hands of Irrisen's White Witches?"
Reign of Winter,https://pathfinderwiki.com/wiki/Reign_of_Winter,"Maiden, Mother, Crone","https://pathfinderwiki.com/wiki/Maiden,_Mother,_Crone","On the trail of Baba Yaga, the heroes find themselves on a new continent, in the barbaric land of Iobaria in far-off Casmaron. The heroes must explore three ancient, mystically linked dungeons in search of more clues to the fate of the Queen of Witches, but they must also contend with savage centaurs and demon-worshiping frost giants who seek to claim Baba Yaga's secrets for themselves."
Reign of Winter,https://pathfinderwiki.com/wiki/Reign_of_Winter,The Frozen Stars,https://pathfinderwiki.com/wiki/The_Frozen_Stars,"Continuing their search for Baba Yaga, the heroes take the Dancing Hut to the planet of Triaxus, seventh world in Golarion's solar system, now in the middle of its decades-long winter. The heroes soon find themselves embroiled in a conflict between the dragonriders of the Skyfire Mandate and the barbarian armies of a white dragon warlord in their hunt for more clues to the whereabouts of Baba Yaga. Will the PCs ally with one of the warring factions to get the information they need, or will their quest come to an end on a distant, alien world?"
Reign of Winter,https://pathfinderwiki.com/wiki/Reign_of_Winter,Rasputin Must Die!,https://pathfinderwiki.com/wiki/Rasputin_Must_Die!,"The search for the Queen of Witches finally ends when the Dancing Hut travels to Baba Yaga's homeland of Russia on the planet Earth. The year is 1918, and the First World War rages throughout Europe. The heroes find themselves in the wilds of Siberia, where they must face Russian soldiers armed with 20th-century technology to infiltrate an ancient monastery and rescue Baba Yaga from her estranged son, Grigori Rasputin. Can the heroes kill the ""Mad Monk,"" who has already cheated death once before, and free Baba Yaga, or will they too fall before the horrors of modern war?"
Reign of Winter,https://pathfinderwiki.com/wiki/Reign_of_Winter,The Witch Queen's Revenge,https://pathfinderwiki.com/wiki/The_Witch_Queen%27s_Revenge,"Baba Yaga has been rescued from the clutches of her son Rasputin, but the Queen of Witches remains trapped inside a magical matryoshka doll. Delving into hidden chambers deep within the Dancing Hut, the heroes must open the nesting dolls imprisoning Baba Yaga, but they also must contend with the hut's most dedicated guardians, including the former queens of Irrisen. The campaign reaches its climax when the heroes finally face Queen Elvanna, fourteenth daughter of Baba Yaga, inside the Dancing Hut's innermost sanctum. Will the heroes defeat Elvanna and finally free Baba Yaga, or will their failure plunge Golarion into a new ice age ruled by the Witch Queen of Irrisen?"
Wrath of the Righteous,https://pathfinderwiki.com/wiki/Wrath_of_the_Righteous,The Worldwound Incursion,https://pathfinderwiki.com/wiki/The_Worldwound_Incursion,"When a wardstone falls, the city of Kenabres is assaulted by a demon host. Massive demons smash paths of ruin through the city, while droves of the worst the Worldwound has to offer spread through the streets, offering death, dismemberment, and horror to all they find. The collapse of one of Kenabres's greatest landmarks, the Cathedral of Saint Clydwell, sends the heroes tumbling into forgotten catacombs deep below the city, from which they must find their way out or perish alone in the dark. But when they finally emerge, they find Kenabres transformed into a post-apocalyptic devastation. Can the heroes navigate the dying city and make contact with the ragged remnants of the Silver Crusade in time to aid them in defending the city's refugees until the cavalry arrives? And what of the damaged wardstone that flashes and thunders across the ruined cityscape?has the city's one-time defense become a ticking time bomb poised to deliver a death blow to them all?"
Wrath of the Righteous,https://pathfinderwiki.com/wiki/Wrath_of_the_Righteous,Sword of Valor ,https://pathfinderwiki.com/wiki/Sword_of_Valor_(adventure),"The PCs, now Mythic heroes invested with righteous power, are poised to become the greatest heroes of the war effort against the demons, provided they can survive and succeed at their first mission. The citadel and city of Drezen was once the pride and joy of the crusaders, a symbol of their triumph in the First Crusade against the Worldwound. Yet this triumph was short-lived, for when a larger horde of demons attacked, they shattered Drezen's defenses and captured the citadel and the Crusaders' symbol of power?the Sword of Valor. Can the PCs and an allied team of specialists lead an army north to reclaim Drezen and recover the Sword of Valor, or are they marching their friends and followers into certain death?"
Wrath of the Righteous,https://pathfinderwiki.com/wiki/Wrath_of_the_Righteous,Demon's Heresy,https://pathfinderwiki.com/wiki/Demon%27s_Heresy,"The heroes have reclaimed the city of Drezen and the lost sacred banner known as the Sword of Valor, and in doing so have established a significant foothold behind enemy lines. With the demon armies still concentrating their attacks to the south, the heroes must now set off into the heart of the Worldwound to seek out powerful new allies (including a succubus who may have been redeemed by Desna, the goddess of dreams) and strike a mortal blow against the Templars of the Ivory Labyrinth?but in doing so, they discover a disturbing truth about the crystalline sources of mythic power the demons have been using against the crusaders."
Wrath of the Righteous,https://pathfinderwiki.com/wiki/Wrath_of_the_Righteous,The Midnight Isles,https://pathfinderwiki.com/wiki/The_Midnight_Isles,"An audience with the Crusader Queen leads the heroes through a mysterious portal to an otherworldly fortress that lies betwixt Golarion and the demonic Abyss. Bringing the fight for the Worldwound to its demonic source means dealing with the cultists of Deskari, demon prince of locusts, who infest the castle like a swarm of insects. Beyond the fortress lies the Abyssal realm of the Midnight Isles, lair of the succubus queen Nocticula, wherein lies the final secret of the powerful crystals empowering the Worldwound?s demonic armies with mythic power. Can the heroes navigate the intrigues of three demon lords to strike a critical blow for the forces of good without losing their souls to darkness?"
Wrath of the Righteous,https://pathfinderwiki.com/wiki/Wrath_of_the_Righteous,Herald of the Ivory Labyrinth,https://pathfinderwiki.com/wiki/Herald_of_the_Ivory_Labyrinth,"The cult of Baphomet has been delivered a critical blow, yet the Horned Lord remains, and now he's taken hostage the herald of Iomedae, goddess of justice and valor. The heroes of the Fifth Crusade must attempt their most dangerous and audacious mission yet?they must travel to Baphomet?s Abyssal Realm, the Ivory Labyrinth, and navigate its trackless mazes in order to discover the ancient prison in which he?s keeping the abducted herald. Can the heroes rescue the goddess?s messenger, or are they already too late? And was the abduction merely a lure by the demon lord Baphomet to get the heroes to fall into his clutches?"
Wrath of the Righteous,https://pathfinderwiki.com/wiki/Wrath_of_the_Righteous,City of Locusts,https://pathfinderwiki.com/wiki/City_of_Locusts,"The heroes of the Fifth Crusade have risen to heights of power undreamed of and have dealt blow after blow to the demonic armies of the Worldwound. As they return to Golarion from the Abyss, though, they find that their enemies are no longer sending minions after them?they've drawn the attention of not only the leaders of the Worldwound, but that of their demonic patron, Deskari, Lord of the Locust Host. The method for closing the Worldwound permanently lies within the heroes? grasp, but in order to do so they must venture where no crusader has ever returned from intact. They must enter the crumbling City of Locusts to defeat its demonic ruler, but even this is but a stepping stone to the final battle against Deskari himself!"
Mummy's Mask,https://pathfinderwiki.com/wiki/Mummy%27s_Mask,The Half-Dead City,https://pathfinderwiki.com/wiki/The_Half-Dead_City,"In Wati, the half city, the church of Pharasma holds a lottery allowing explorers to delve the tombs of the city?s vast necropolis in search of the nation?s lost glories. In the course of investigating dusty tombs and fighting their ancient guardians and devious traps, the heroes encounter a rival adventuring group intent on keeping one tomb?s treasures for themselves. At the same time, the heroes learn that a potent artifact, potentially capable of animating the dead, has been stolen from the tomb. Can the adventurers defeat their rivals, or will they join the undead defenders of the city?s necropolis?"
Mummy's Mask,https://pathfinderwiki.com/wiki/Mummy%27s_Mask,Empty Graves,https://pathfinderwiki.com/wiki/Empty_Graves,"Following the opening of its necropolis, the city of Wati is overrun by hordes of the unquiet dead. The heroes must once more brave the abandoned streets and dusty tombs of Wati?s necropolis in search of the powerful artifact called the Mask of the Forgotten Pharaoh and the necromancer who is using it to create the undead uprising. But a group of mysterious masked cultists also seeks the artifact to bring a pharaoh from the ancient past back to life. Can the heroes defeat the evil necromancer and return the dead to their graves, or will the half-city of Wati truly become a city of the dead?"
Mummy's Mask,https://pathfinderwiki.com/wiki/Mummy%27s_Mask,Shifting Sands,https://pathfinderwiki.com/wiki/Shifting_Sands,"To learn more about the ancient Pharaoh Hakotep I and the secretive cult that wants to revive him, the heroes travel to the city of Tephu to explore its vast archives, but they must first contend with those who want such knowledge to remain forgotten. With the clues they gain there, the heroes venture deep into Osirion?s uncharted deserts in search of the tomb of the architect who built Hakotep?s pyramid, facing dangerous denizens of the desert as well as the cult of the Forgotten Pharaoh, who will stop at nothing to ensure their god-king remains undisturbed."
Mummy's Mask,https://pathfinderwiki.com/wiki/Mummy%27s_Mask,Secrets of the Sphinx,https://pathfinderwiki.com/wiki/Secrets_of_the_Sphinx,"The heroes track down the cult of the Forgotten Pharaoh to its secret headquarters inside a giant sphinx statue in the Osirian desert, facing scorpion-men mercenaries and Areshkagal-worshiping maftets before a final confrontation with masked cultists and their leader, the Forgotten Pharaoh, who has been possessed by a fragment of Hakotep I?s soul. The heroes defeat the cult, only to learn that Hakotep?s soul has returned to his tomb, and the ancient pharaoh has risen as a powerful mummy lord intent on reclaiming his lost kingdom!"
Mummy's Mask,https://pathfinderwiki.com/wiki/Mummy%27s_Mask,The Slave Trenches of Hakotep,https://pathfinderwiki.com/wiki/The_Slave_Trenches_of_Hakotep,"The Sky Pharaoh Hakotep I has risen and launched an attack against the city of Wati with his infamous flying pyramid. The heroes return to Wati to defend the city against this menace, only to discover that the attack is just the preface to a larger invasion of Osirion, controlled from Hakotep?s own flying tomb. Will the heroes call down the flying pyramid of the Sky Pharaoh from the sky, or will their bones join the thousands of skeletons that lie within the Slave Trenches of Hakotep?"
Mummy's Mask,https://pathfinderwiki.com/wiki/Mummy%27s_Mask,Pyramid of the Sky Pharaoh,https://pathfinderwiki.com/wiki/Pyramid_of_the_Sky_Pharaoh,"Hakotep?s flying pyramid has been grounded, but the heroes must enter the ancient tomb to deactivate the fleet of smaller flying pyramids poised to attack Osirion. Deep inside the Pyramid of the Sky Pharaoh, an untouched tomb from the heights of Ancient Osirion, the heroes face undying guardians woken from ageless sleep, climaxing in a final battle with the reborn Sky Pharaoh Hakotep himself. Will the heroes defeat Hakotep and reunite the pieces of his sundered soul to send it into the Great Beyond, or will Osirion enter a new age under the rule of an undead mummy from the distant past?"
Iron Gods ,https://pathfinderwiki.com/wiki/Iron_Gods_(adventure_path),Fires of Creation,https://pathfinderwiki.com/wiki/Fires_of_Creation,"A strange violet bonfire burns atop the town of Torch?s central hill, its flames hot enough to allow smiths to work with the hardest of exotic metals harvested from the enormous crashed starship at Numeria?s heart. When the fire is suddenly extinguished, the heroes must delve a previously unknown set of caves below the town that lead to a strange buried metallic ruin. Will the heroes survive the technological dungeon, or will they fall in a hail of robotic foes and laser fire?"
Iron Gods ,https://pathfinderwiki.com/wiki/Iron_Gods_(adventure_path),Lords of Rust ,https://pathfinderwiki.com/wiki/Lords_of_Rust_(adventure),"The heroes of the town of Torch follow a trail of clues to the sprawling junkyard known as Scrapwall, where bands of desperate and violent bandits vie for control over the technological leavings and ruins found within. The Lords of Rust dominate Scrapwall, and their swiftly rising power threatens more than the town of Torch. For they have the support of one of the Iron Gods of Numeria, and what slumbers fitfully beneath the wreckage of Scrapwall could catapult the Lords of Rust into a new level of power if they?re not stopped!"
Iron Gods ,https://pathfinderwiki.com/wiki/Iron_Gods_(adventure_path),The Choking Tower,https://pathfinderwiki.com/wiki/The_Choking_Tower,"The Lords of Rust and their strange Iron God have been defeated, but in doing so, Numeria?s newest heroes uncovered a greater threat to the land than that posed by a gang of bandits. Another, more powerful Iron God is rising in power in the enigmatic Silver Mount, but before it can be confronted, the legacy of this strange deity?s first worshiper must be recovered. Clues lead to the technophobic town of Iadenveigh, a farming community with its own need for heroes. What role could the mysterious Smoke Wizard of the Choking Tower play in this unfolding threat? Can the heroes prepare for their inevitable confrontation with Numeria?s Iron God in time?"
Iron Gods ,https://pathfinderwiki.com/wiki/Iron_Gods_(adventure_path),Valley of the Brain Collectors,https://pathfinderwiki.com/wiki/Valley_of_the_Brain_Collectors,"The heroes of Numeria must brave a remote canyonland known as the Scar of the Spider. Clues found in the Choking Tower revealed that a mysterious prophet left her legacy behind in this valley long ago? a legacy that could reveal methods to defeat the Iron God of the Silver Mount. But the heroes are neither the only nor the first visitors to the Scar of the Spider, and as they explore, they realize that alien monstrosities have colonized the canyon and have horrific agendas of their own. Can the heroes escape with their brains intact, or will they become merely the latest addition to an otherworldly collection?"
Iron Gods ,https://pathfinderwiki.com/wiki/Iron_Gods_(adventure_path),Palace of Fallen Stars ,https://pathfinderwiki.com/wiki/Palace_of_Fallen_Stars_(adventure),"Numeria?s capital city of Starfall sprawls in the shadow of the region?s most infamous ruin, Silver Mount. Here, the nation?s sadistic Technic League and the Black Sovereign rule the land and control access to incredible and dangerous technological wonders, including the mysterious Silver Mount itself. Yet, before the heroes of Numeria can oppose it, they must first defeat the Technic League and the Black Sovereign in turn, for they control access to the legendary site. Will the clues harvested from an ancient android oracle and the technological wonders gathered from strange ruins across Numeria be enough for the heroes to prevail? Or will they simply become the latest upstarts to be crushed under the Technic League?s metal boot?"
Iron Gods ,https://pathfinderwiki.com/wiki/Iron_Gods_(adventure_path),The Divinity Drive,https://pathfinderwiki.com/wiki/The_Divinity_Drive,"Silver Mount has long beckoned explorers and adventurers from across the Inner Sea with its promises of exotic, otherworldly treasures. Yet more than treasure waits within the alien chambers within this towering ruin?here, the greatest of the Iron Gods dwells, inexorably drawing its plans against the world of flesh and preparing for its final triumphant emergence from the eons of time. With allies recruited from across the land of Numeria and the brutish rulership of its capital city (for the time being) cowed, the time is right for the most extensive expedition into Silver Mount?s mysterious interior. What strange perils from beyond the stars await the heroes within the metal walls of one of Golarion?s most legendary dungeons, and could they just be walking into an Iron God?s trap?"
Giantslayer,https://pathfinderwiki.com/wiki/Giantslayer,Battle of Bloodmarch Hill,https://pathfinderwiki.com/wiki/Battle_of_Bloodmarch_Hill,"In the human town of Trunau, a beleaguered settlement surrounded by the brutal orcs of the Hold of Belkzen, the heroes must investigate a mysterious death. Before they uncover the truth, however, Trunau comes under attack by an orc army, and the heroes must help defend it, only to discover the real reasons behind both the murder and the orc raid?both were just distractions from a wider conspiracy involving a giant chieftain, who seeks the treasures of the forgotten tomb of an ancient giant hero beneath the town."
Giantslayer,https://pathfinderwiki.com/wiki/Giantslayer,The Hill Giant's Pledge,https://pathfinderwiki.com/wiki/The_Hill_Giant%27s_Pledge,"The marauding orcs have been defeated, but great danger remains?the hill giant chieftain Grenseldek did not recover the treasures of the tomb beneath the besieged town of Trunau, and she will never rest until she has made them her own. The heroes must travel by riverboat through the orc-hold of Belkzen to the abandoned border fort that the giant has claimed as her lair and put a stop to the threat at its source!"
Giantslayer,https://pathfinderwiki.com/wiki/Giantslayer,Forge of the Giant God,https://pathfinderwiki.com/wiki/Forge_of_the_Giant_God,"The heroes explore the tomb of a legendary giantslayer before venturing into the Mindspin Mountains in search of the valley where the Storm Tyrant is recruiting giants for his army. The adventurers must confront the numerous giants inhabiting the winding valley before making their way to the giant headquarters, an ancient temple to the giant god Minderhal, which contains a powerful artifact. But the valley of the giants is just a recruiting station, and the Storm Tyrant?s stone giant representative has been sending the most promising recruits to a training camp deeper in the mountains."
Giantslayer,https://pathfinderwiki.com/wiki/Giantslayer,Ice Tomb of the Giant Queen,https://pathfinderwiki.com/wiki/Ice_Tomb_of_the_Giant_Queen,"Following the trail of the Storm Tyrant's armies, the heroes come to a frost giant village that serves as a training camp, led by a frost giant graveknight who issues orders from within an icy crypt. As the heroes engage in guerrilla tactics to weaken the army of giants and disband the camp, they can ally with a red dragon who seeks to infiltrate the village for her own purposes. Once they've broken the ranks of the giants, the heroes venture into a frozen tomb where they must defeat cultists of the Pallid Princess, morbid tomb giants, and undead war machines before engaging in a climactic battle with the giants' fearsome leader!"
